	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ	educ
																																				
borddummy2							-0.486*	-0.553*	-1.553**	-0.0330	-0.00811	-0.134**	-0.616**	-0.636**	-0.968**	-0.0206	0.00737	-0.0628	-0.238	-0.251	-0.453*	-0.0272	0.00368	-0.0267	-0.275	-0.266	-0.414*	0.00337	0.0333	0.00713	-0.0790	-0.0732	-0.149	0.00299	0.0290	0.00786
							(0.234)	(0.248)	(0.490)	(0.0291)	(0.0292)	(0.0302)	(0.218)	(0.224)	(0.285)	(0.0328)	(0.0330)	(0.0340)	(0.150)	(0.153)	(0.177)	(0.0387)	(0.0388)	(0.0399)	(0.151)	(0.152)	(0.169)	(0.0461)	(0.0462)	(0.0473)	(0.129)	(0.129)	(0.136)	(0.0555)	(0.0557)	(0.0568)
borddummy3													-1.172**	-1.204**	-1.893**	0.0630	0.129**	-0.0194	-0.358	-0.374	-0.785*	0.0612	0.131**	0.0623	-0.447	-0.417	-0.706*	0.111*	0.181**	0.134*	-0.0796	-0.0614	-0.215	0.0862	0.145*	0.102
													(0.447)	(0.459)	(0.587)	(0.0391)	(0.0392)	(0.0404)	(0.292)	(0.297)	(0.346)	(0.0448)	(0.0449)	(0.0461)	(0.292)	(0.294)	(0.327)	(0.0523)	(0.0525)	(0.0537)	(0.243)	(0.244)	(0.256)	(0.0622)	(0.0624)	(0.0636)
borddummy4																			-0.369	-0.380	-0.978	0.245**	0.358**	0.259**	-0.544	-0.488	-0.905	0.266**	0.380**	0.315**	0.0753	0.112	-0.104	0.318**	0.415**	0.360**
																			(0.426)	(0.432)	(0.503)	(0.0533)	(0.0534)	(0.0548)	(0.422)	(0.424)	(0.472)	(0.0614)	(0.0616)	(0.0629)	(0.351)	(0.353)	(0.371)	(0.0722)	(0.0723)	(0.0737)
borddummy5																									-0.604	-0.531		0.476**	0.626**		0.202	0.255		0.519**	0.651**	
																									(0.560)	(0.564)		(0.0724)	(0.0725)		(0.457)	(0.459)		(0.0840)	(0.0841)	
borddummy6																															0.240	0.303		0.641**	0.803**	
																															(0.576)	(0.579)		(0.100)	(0.100)	
Constant	9.802	13.75	8.542	2.224	8.743	9.056	-11.88	-6.153	-26.34	3.366	9.952	13.43	-20.51*	-12.61	-16.48	2.610	9.413	13.43	-5.460	0.782	-1.675	3.162	9.730	13.73	-7.521	-0.714	-1.906	3.143	10.01	12.44	-1.390	3.665	4.340	1.449	6.760	10.54
	(11.88)	(10.94)	(13.10)	(5.223)	(5.220)	(5.443)	(9.888)	(9.584)	(15.17)	(14,163)	(14,222)	(14,768)	(10.40)	(9.989)	(11.27)	(17,354)	(17,430)	(18,026)	(8.234)	(7.997)	(8.525)	(15,802)	(15,873)	(16,309)	(8.467)	(8.294)	(8.695)	(6.336)	(6.346)	(6.491)	(9.208)	(9.141)	(9.318)	(61,462)	(61,703)	(62,957)
																																				
Observations	77,833	77,833	77,833	77,833	77,833	77,833	122,563	122,563	122,563	122,563	122,563	122,563	131,042	131,042	131,042	131,042	131,042	131,042	120,937	120,937	120,937	120,937	120,937	120,937	103,923	103,923	103,923	103,923	103,923	103,923	82,666	82,666	82,666	82,666	82,666	82,666
R-squared	0.255	0.259	0.208	0.277	0.271	0.208	0.183	0.140	-0.388	0.260	0.254	0.195	0.102	0.068	-0.096	0.243	0.236	0.183	0.207	0.192	0.111	0.224	0.217	0.173	0.179	0.168	0.101	0.209	0.202	0.165	0.200	0.193	0.155	0.203	0.197	0.164
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
