	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
borddummy5																									-0.105*	-0.0985*		0.0887**	0.115**		0.0290	0.0368		0.0691**	0.0927**	
																									(0.0489)	(0.0494)		(0.00934)	(0.00939)		(0.0426)	(0.0429)		(0.0113)	(0.0114)	
borddummy6																															0.0525	0.0613		0.106**	0.136**	
																															(0.0563)	(0.0567)		(0.0126)	(0.0127)	
Constant	-1.731**	-0.409**	-1.318**	0.437	1.756*	1.622	-1.550**	-0.175	-1.154**	-1.331	-0.0103	-0.102	-1.291**	0.117	-0.722**	0.0974	1.530	1.170	-0.898**	0.442*	-0.380	-1.233	0.216	-0.387	-1.202**	0.127	-0.714**	0.159	1.495	1.607	-0.762**	0.491	-0.131	-0.903	0.410	0.250
	(0.183)	(0.148)	(0.200)	(0.878)	(0.879)	(0.939)	(0.164)	(0.138)	(0.178)	(2,430)	(2,441)	(2,609)	(0.176)	(0.158)	(0.184)	(0.900)	(0.903)	(0.963)	(0.223)	(0.210)	(0.234)	(2,732)	(2,749)	(2,920)	(0.234)	(0.223)	(0.245)	(0.911)	(0.915)	(0.966)	(0.265)	(0.256)	(0.274)	(2,902)	(2,920)	(3,063)
																																				
Observations	158,127	158,127	158,127	158,127	158,127	158,127	248,620	248,620	248,620	248,620	248,620	248,620	264,913	264,913	264,913	264,913	264,913	264,913	242,255	242,255	242,255	242,255	242,255	242,255	204,167	204,167	204,167	204,167	204,167	204,167	158,719	158,719	158,719	158,719	158,719	158,719
R-squared	0.188	0.176	-0.014	0.201	0.195	0.082	0.176	0.162	-0.052	0.190	0.182	0.066	0.167	0.155	-0.004	0.175	0.167	0.051	0.160	0.144	0.008	0.164	0.153	0.045	0.134	0.118	-0.005	0.154	0.142	0.045	0.146	0.134	0.044	0.147	0.136	0.050
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
