	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
agemay	0.0229**	0.0233**	0.0628**	0.0146**	0.0146**	0.0303**	0.0251**	0.0251**	0.0611**	0.0212**	0.0211**	0.0353**	0.0333**	0.0332**	0.0477**	0.0231**	0.0227**	0.0309**	0.0236**	0.0251**	0.0328**	0.0206**	0.0199**	0.0227**	0.0204**	0.0200**	0.0214**	0.0185**	0.0175**	0.0164**	0.0235*	0.0194	0.0129	0.0182**	0.0160**	0.0118**
	(0.00517)	(0.00523)	(0.0124)	(0.00153)	(0.00153)	(0.00159)	(0.00436)	(0.00436)	(0.00998)	(0.00141)	(0.00141)	(0.00149)	(0.00476)	(0.00479)	(0.00655)	(0.00163)	(0.00163)	(0.00174)	(0.00628)	(0.00650)	(0.00830)	(0.00184)	(0.00184)	(0.00197)	(0.00388)	(0.00390)	(0.00433)	(0.00214)	(0.00214)	(0.00228)	(0.0103)	(0.0102)	(0.00998)	(0.00266)	(0.00266)	(0.00281)
borddummy2							-0.0775	-0.0728	-0.263**	-0.0351**	-0.0303**	-0.0520**	-0.125**	-0.122**	-0.163**	-0.0254	-0.0197	-0.0249	-0.0484	-0.0635	-0.0967	-0.0185	-0.0124	-0.00587	-0.0355	-0.0351	-0.0553	-0.0179	-0.0119	-0.00907	-0.0642	-0.0428	-0.0193	-0.0149	-0.0108	-0.00942
							(0.0465)	(0.0460)	(0.0814)	(0.0107)	(0.0107)	(0.0115)	(0.0460)	(0.0461)	(0.0541)	(0.0143)	(0.0143)	(0.0154)	(0.0619)	(0.0642)	(0.0755)	(0.0190)	(0.0191)	(0.0205)	(0.0399)	(0.0402)	(0.0442)	(0.0260)	(0.0261)	(0.0279)	(0.0992)	(0.0982)	(0.0999)	(0.0362)	(0.0364)	(0.0384)
educf_11plus										1.103**	1.121**																	0.287**	0.294**					0.294**	0.303**	
										(0.0216)	(0.0214)																	(0.0415)	(0.0416)					(0.0607)	(0.0610)	
borddummy3													-0.249*	-0.243*	-0.317**	-0.0303	-0.0175	-0.0186	-0.0761	-0.106	-0.165	-0.0141	-0.000582	0.0217	-0.0381	-0.0363	-0.0534	-0.00140	0.0118	0.0409	-0.149	-0.101	-0.0207	-0.0480	-0.0354	-0.000869
													(0.0968)	(0.0969)	(0.113)	(0.0164)	(0.0164)	(0.0176)	(0.124)	(0.128)	(0.150)	(0.0204)	(0.0204)	(0.0219)	(0.0686)	(0.0689)	(0.0754)	(0.0268)	(0.0269)	(0.0287)	(0.193)	(0.191)	(0.190)	(0.0366)	(0.0368)	(0.0389)
borddummy4																			-0.0959	-0.142	-0.227	0.00341	0.0274	0.0697**	-0.0174	-0.0121	-0.0334	0.0378	0.0603*	0.108**	-0.136	-0.0630	0.0500	0.0125	0.0332	0.0792
																			(0.196)	(0.204)	(0.238)	(0.0233)	(0.0233)	(0.0250)	(0.0995)	(0.0998)	(0.109)	(0.0291)	(0.0291)	(0.0311)	(0.280)	(0.277)	(0.276)	(0.0386)	(0.0387)	(0.0409)
