	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance
																																				
borddummy5																									-0.117	-0.107		0.0959**	0.111**		0.137*	0.137*		0.142**	0.155**	
																									(0.0715)	(0.0717)		(0.0174)	(0.0174)		(0.0683)	(0.0685)		(0.0239)	(0.0239)	
borddummy6																															0.169	0.169		0.175**	0.194**	
																															(0.0907)	(0.0910)		(0.0258)	(0.0258)	
Constant	0.786**	1.488**	1.059**	0.703**	1.348**	1.464**	1.253**	1.867**	1.447**	0.874**	1.520**	1.713**	1.238**	1.884**	1.457**	1.190**	1.837**	1.840**	0.965**	1.840**	1.465**	1.424**	2.076**	2.100**	0.633	1.240**	0.761*	1.539**	2.106**	2.061**	0.987*	1.841**	1.486**	1.585**	2.238**	2.208**
	(0.232)	(0.172)	(0.228)	(0.117)	(0.0836)	(0.0861)	(0.203)	(0.159)	(0.197)	(0.0979)	(0.0693)	(0.0714)	(0.218)	(0.182)	(0.209)	(0.0996)	(0.0669)	(0.0692)	(0.307)	(0.273)	(0.299)	(0.114)	(0.0776)	(0.0788)	(0.328)	(0.294)	(0.316)	(0.215)	(0.193)	(0.198)	(0.384)	(0.360)	(0.374)	(0.263)	(0.237)	(0.241)
																																				
Observations	58,411	58,411	58,411	58,411	58,411	58,411	89,064	89,064	89,064	89,064	89,064	89,064	89,540	89,540	89,540	89,540	89,540	89,540	76,831	76,831	76,831	76,831	76,831	76,831	61,145	61,145	61,145	61,145	61,145	61,145	45,569	45,569	45,569	45,569	45,569	45,569
R-squared	0.183	0.180	0.086	0.196	0.194	0.133	0.189	0.186	0.106	0.189	0.187	0.124	0.167	0.163	0.077	0.173	0.170	0.107	0.158	0.152	0.081	0.163	0.160	0.101	0.132	0.127	0.052	0.155	0.151	0.097	0.151	0.147	0.097	0.151	0.147	0.099
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
