	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																																																								
borddummy5																									-0.129	-0.123		0.0507**	0.0732**		-0.0348	-0.0223		0.0271	0.0430**																										-0.129	-0.123		0.0507**	0.0732**		-0.0348	-0.0223		0.0271	0.0430**	
																									(0.0756)	(0.0766)		(0.0135)	(0.0137)		(0.0558)	(0.0566)		(0.0159)	(0.0161)																										(0.0756)	(0.0766)		(0.0135)	(0.0137)		(0.0558)	(0.0566)		(0.0159)	(0.0161)	
borddummy6																															-0.0346	-0.0195		0.0482**	0.0676**																																-0.0346	-0.0195		0.0482**	0.0676**	
																															(0.0738)	(0.0747)		(0.0178)	(0.0180)																																(0.0738)	(0.0747)		(0.0178)	(0.0180)	
Constant	-1.756**	0.342*	-0.874**	-0.994	1.078	-0.151	-1.549**	0.445**	-0.725**	-0.151	1.758	1.419	-1.395**	0.605**	-0.430**	-1.419	0.457	0.0532	-1.369**	0.524**	-0.460*	0.540	2.452**	1.268	-1.475**	0.245	-0.675**	-0.00331	1.615	1.166	-1.205**	0.377	-0.329	-0.429	1.115	0.0208	-1.756**	0.342*	-0.874**	-0.994	1.078	-0.151	-1.549**	0.445**	-0.725**	-0.151	1.758	1.419	-1.395**	0.605**	-0.430**	-1.419	0.457	0.0532	-1.369**	0.524**	-0.460*	0.540	2.452**	1.268	-1.475**	0.245	-0.675**	-0.00331	1.615	1.166	-1.205**	0.377	-0.329	-0.429	1.115	0.0208
	(0.175)	(0.133)	(0.200)	(11,437)	(11,564)	(12,503)	(0.150)	(0.127)	(0.172)	(0.900)	(0.907)	(0.975)	(0.145)	(0.129)	(0.159)	(5,822)	(5,893)	(6,288)	(0.154)	(0.144)	(0.190)	(0.877)	(0.884)	(0.934)	(0.207)	(0.204)	(0.229)	(0.872)	(0.879)	(0.923)	(0.223)	(0.221)	(0.236)	(6,309)	(6,374)	(6,661)	(0.175)	(0.133)	(0.200)	(11,437)	(11,564)	(12,503)	(0.150)	(0.127)	(0.172)	(0.900)	(0.907)	(0.975)	(0.145)	(0.129)	(0.159)	(5,822)	(5,893)	(6,288)	(0.154)	(0.144)	(0.190)	(0.877)	(0.884)	(0.934)	(0.207)	(0.204)	(0.229)	(0.872)	(0.879)	(0.923)	(0.223)	(0.221)	(0.236)	(6,309)	(6,374)	(6,661)
																																																																								
Observations	51,721	51,721	51,721	51,721	51,721	51,721	89,580	89,580	89,580	89,580	89,580	89,580	106,881	106,881	106,881	106,881	106,881	106,881	106,323	106,323	106,323	106,323	106,323	106,323	94,925	94,925	94,925	94,925	94,925	94,925	76,407	76,407	76,407	76,407	76,407	76,407	51,721	51,721	51,721	51,721	51,721	51,721	89,580	89,580	89,580	89,580	89,580	89,580	106,881	106,881	106,881	106,881	106,881	106,881	106,323	106,323	106,323	106,323	106,323	106,323	94,925	94,925	94,925	94,925	94,925	94,925	76,407	76,407	76,407	76,407	76,407	76,407
R-squared	0.191	0.160	-0.041	0.212	0.194	0.057	0.179	0.149	-0.031	0.188	0.169	0.039	0.164	0.142	0.005	0.165	0.144	0.025	0.142	0.117	0.000	0.143	0.121	0.018	0.115	0.091	-0.013	0.129	0.108	0.015	0.116	0.097	0.014	0.118	0.100	0.017	0.191	0.160	-0.041	0.212	0.194	0.057	0.179	0.149	-0.031	0.188	0.169	0.039	0.164	0.142	0.005	0.165	0.144	0.025	0.142	0.117	0.000	0.143	0.121	0.018	0.115	0.091	-0.013	0.129	0.108	0.015	0.116	0.097	0.014	0.118	0.100	0.017
Standard errors in parentheses																																																																								
** p<0.01, * p<0.05																																																																								
