	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance
																																				
																									(0.0379)	(0.0378)		(0.0123)	(0.0123)		(0.0466)	(0.0465)		(0.0182)	(0.0182)	
borddummy6																															0.141*	0.142*		-0.00394	-0.000889	
																															(0.0598)	(0.0598)		(0.0192)	(0.0191)	
Constant	0.504*	0.588*	0.670**	0.520**	0.596**	0.713**	0.589**	0.704**	0.790**	0.465**	0.585**	0.719**	0.424*	0.647**	0.642**	0.322**	0.549**	0.684**	0.0951	0.385	0.550	0.277**	0.558**	0.716**	0.442	0.744**	0.748**	0.234*	0.536**	0.700**	1.294**	1.426**	1.362**	0.328**	0.475**	0.618**
	(0.244)	(0.237)	(0.242)	(0.0477)	(0.0278)	(0.0269)	(0.123)	(0.0950)	(0.0949)	(0.0479)	(0.0272)	(0.0265)	(0.165)	(0.133)	(0.143)	(0.0589)	(0.0333)	(0.0327)	(0.379)	(0.357)	(0.347)	(0.0729)	(0.0429)	(0.0422)	(0.234)	(0.207)	(0.221)	(0.0933)	(0.0579)	(0.0571)	(0.463)	(0.433)	(0.434)	(0.120)	(0.0801)	(0.0789)
																																				
Observations	25,304	25,304	25,304	25,304	25,304	25,304	30,418	30,418	30,418	30,418	30,418	30,418	24,502	24,502	24,502	24,502	24,502	24,502	18,681	18,681	18,681	18,681	18,681	18,681	13,789	13,789	13,789	13,789	13,789	13,789	9,779	9,779	9,779	9,779	9,779	9,779
R-squared	0.039	0.037	-0.020	0.068	0.067	0.050	0.080	0.080	0.058	0.080	0.080	0.061	0.089	0.087	0.063	0.090	0.089	0.071	0.090	0.084	0.067	0.104	0.102	0.085	0.119	0.117	0.102	0.120	0.119	0.102	0.018	0.021	0.030	0.131	0.131	0.119
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
