	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
																									(0.0819)	(0.0825)		(0.0198)	(0.0198)		(0.105)	(0.106)		(0.0260)	(0.0261)	
borddummy6																															0.267	0.283*		0.0782**	0.0899**	
																															(0.139)	(0.141)		(0.0278)	(0.0278)	
Constant	-1.398	-0.882	-0.678	-1.612**	-1.089**	-0.842*	-1.302**	-0.597*	-0.588*	-1.247**	-0.637*	-0.286	-1.234**	-0.262	-0.391	-1.729**	-0.964**	-0.495	-0.995	-0.315	0.367	-1.819**	-1.128**	-0.575*	-0.334	0.415	0.503	-1.646**	-0.895**	-0.349	-0.620	-0.0228	0.0879	-1.719**	-1.085**	-0.548
	(0.891)	(0.863)	(0.890)	(0.428)	(0.414)	(0.422)	(0.317)	(0.235)	(0.245)	(0.302)	(0.287)	(0.292)	(0.359)	(0.295)	(0.334)	(0.322)	(0.301)	(0.306)	(0.981)	(0.963)	(0.967)	(0.299)	(0.275)	(0.280)	(0.385)	(0.336)	(0.355)	(0.322)	(0.294)	(0.298)	(1.097)	(1.061)	(1.066)	(0.361)	(0.326)	(0.330)
																																				
Observations	45,724	45,724	45,724	45,724	45,724	45,724	61,129	61,129	61,129	61,129	61,129	61,129	55,720	55,720	55,720	55,720	55,720	55,720	46,611	46,611	46,611	46,611	46,611	46,611	37,160	37,160	37,160	37,160	37,160	37,160	28,246	28,246	28,246	28,246	28,246	28,246
R-squared	0.090	0.089	0.007	0.096	0.094	0.056	0.084	0.082	0.014	0.095	0.093	0.053	0.076	0.074	0.013	0.083	0.081	0.049	0.109	0.106	0.069	0.109	0.108	0.071	0.121	0.119	0.085	0.122	0.119	0.086	0.102	0.097	0.080	0.123	0.120	0.092
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
