	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)
VARIABLES	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool
																																																								
educf_7_10	0.560***		1.263***		0.168***		0.249***		0.577***		1.270***		0.183***		0.243***		0.698***		1.526***		0.203***		0.278***		0.734***		1.593***		0.208***		0.276***		0.748***		1.645***		0.205***		0.269***		0.751***		1.700***		0.217***		0.261***		0.719***		1.681***		0.206***		0.247***	
	(0.0111)		(0.0236)		(0.00540)		(0.00742)		(0.00780)		(0.0168)		(0.00385)		(0.00497)		(0.00806)		(0.0175)		(0.00430)		(0.00500)		(0.00898)		(0.0200)		(0.00469)		(0.00532)		(0.0102)		(0.0231)		(0.00518)		(0.00570)		(0.0123)		(0.0276)		(0.00615)		(0.00666)		(0.0144)		(0.0349)		(0.00779)		(0.00800)	
educf_11plus	0.701***		1.535***		0.205***		0.286***		0.762***		1.631***		0.223***		0.280***		0.836***		1.859***		0.250***		0.317***		0.885***		1.997***		0.260***		0.338***		0.949***		2.190***		0.268***		0.337***		0.935***		2.234***		0.276***		0.349***		0.984***		2.313***		0.291***		0.333***	
	(0.0114)		(0.0239)		(0.00540)		(0.00750)		(0.00880)		(0.0182)		(0.00402)		(0.00523)		(0.00952)		(0.0210)		(0.00450)		(0.00538)		(0.0122)		(0.0287)		(0.00558)		(0.00644)		(0.0157)		(0.0396)		(0.00765)		(0.00811)		(0.0199)		(0.0526)		(0.0102)		(0.00970)		(0.0280)		(0.0789)		(0.0132)		(0.0132)	
Constant	-1.931***	-1.427***	0.824***	2.414**	-0.399***	-0.218***	-0.681***	-0.942*	-2.558***	-3.705***	0.735	-0.948	-0.694***	-0.559***	-0.817***	-0.449**	-4.039***	-2.723***	-4.125***	0.418	-1.085***	-0.840***	-1.773***	-1.104***	-2.544***	-4.602***	-1.006*	-6.700***	-1.238***	-0.969***	-0.544***	-1.304***	-3.513***	-2.655***	-2.399***	0.572	-1.559***	-1.361***	-1.084***	-0.702***	-3.920***	-1.354***	-3.175***	2.198*	-1.435***	-1.109***	-0.736***	0.0908	-3.732***	-2.182***	-2.797***	1.132	-1.837***	-1.232***	-0.788***	-0.138
	(0.139)	(0.475)	(0.234)	(1.129)	(0.0920)	(0.0834)	(0.182)	(0.503)	(0.541)	(0.459)	(1.011)	(1.063)	(0.0778)	(0.0732)	(0.105)	(0.207)	(0.123)	(0.351)	(0.334)	(0.900)	(0.155)	(0.130)	(0.101)	(0.0973)	(0.508)	(0.115)	(0.609)	(0.329)	(0.0891)	(0.0829)	(0.0952)	(0.0849)	(0.239)	(0.204)	(0.587)	(0.619)	(0.167)	(0.186)	(0.110)	(0.102)	(0.214)	(0.502)	(0.435)	(1.316)	(0.175)	(0.162)	(0.132)	(0.275)	(0.360)	(0.283)	(0.770)	(0.694)	(0.211)	(0.205)	(0.153)	(0.168)
																																																								
Observations	112,712	113,633	112,875	113,796	85,113	85,436	46,554	46,938	187,513	190,006	187,735	190,228	131,054	131,884	81,788	82,932	195,110	198,833	195,248	198,971	129,259	130,586	87,567	89,463	175,404	180,132	175,499	180,227	114,108	115,827	83,711	86,297	151,751	156,942	151,802	156,993	97,761	99,647	79,100	82,134	123,314	127,960	123,346	127,992	78,831	80,612	68,739	71,584	94,497	98,948	94,514	98,965	60,671	62,279	54,771	57,513
R-squared	0.139	0.076	0.832	0.816	0.395	0.370	0.381	0.330	0.138	0.060	0.792	0.771	0.395	0.367	0.359	0.310	0.139	0.046	0.733	0.704	0.349	0.314	0.371	0.314	0.132	0.041	0.671	0.638	0.311	0.279	0.394	0.341	0.132	0.043	0.623	0.586	0.295	0.265	0.397	0.348	0.123	0.042	0.577	0.542	0.281	0.253	0.380	0.335	0.123	0.051	0.534	0.502	0.263	0.240	0.349	0.310
Robust standard errors in parentheses																																																								
*** p<0.01, ** p<0.05, * p<0.1																																																								
