	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)
VARIABLES	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool
																																																								
educf_7_10	0.429***		1.173***		0.108***		0.213***		0.476***		1.201***		0.152***		0.207***		0.618***		1.473***		0.205***		0.259***		0.666***		1.499***		0.223***		0.258***		0.687***		1.511***		0.252***		0.255***		0.702***		1.586***		0.286***		0.253***		0.648***		1.501***		0.281***		0.227***	
	(0.0142)		(0.0309)		(0.00904)		(0.00890)		(0.00907)		(0.0209)		(0.00673)		(0.00565)		(0.00906)		(0.0207)		(0.00725)		(0.00542)		(0.0105)		(0.0238)		(0.00888)		(0.00609)		(0.0114)		(0.0259)		(0.00988)		(0.00645)		(0.0135)		(0.0305)		(0.0116)		(0.00754)		(0.0154)		(0.0380)		(0.0148)		(0.00886)	
educf_11plus	0.541***		1.381***		0.183***		0.236***		0.646***		1.506***		0.229***		0.237***		0.747***		1.743***		0.263***		0.287***		0.796***		1.805***		0.278***		0.308***		0.871***		1.992***		0.306***		0.312***		0.879***		2.042***		0.342***		0.332***		0.898***		2.058***		0.317***		0.320***	
	(0.0145)		(0.0310)		(0.00949)		(0.00905)		(0.0103)		(0.0222)		(0.00769)		(0.00610)		(0.0106)		(0.0240)		(0.00860)		(0.00597)		(0.0137)		(0.0324)		(0.0111)		(0.00721)		(0.0169)		(0.0425)		(0.0145)		(0.00888)		(0.0209)		(0.0547)		(0.0187)		(0.0107)		(0.0287)		(0.0815)		(0.0218)		(0.0139)	
poor1	-0.195***		-0.406***		-0.0887***		-0.143***		-0.211***		-0.460***		-0.0762***		-0.122***		-0.258***		-0.553***		-0.107***		-0.130***		-0.261***		-0.651***		-0.107***		-0.138***		-0.274***		-0.673***		-0.117***		-0.128***		-0.316***		-0.774***		-0.119***		-0.126***		-0.270***		-0.705***		-0.130***		-0.122***	
	(0.0190)		(0.0414)		(0.0105)		(0.0145)		(0.0122)		(0.0277)		(0.00721)		(0.00890)		(0.0102)		(0.0243)		(0.00665)		(0.00733)		(0.0106)		(0.0257)		(0.00710)		(0.00698)		(0.0103)		(0.0256)		(0.00748)		(0.00628)		(0.0114)		(0.0294)		(0.00869)		(0.00667)		(0.0131)		(0.0335)		(0.0101)		(0.00698)	
Constant	-0.941***	-0.874**	1.172***	1.562	1.773***	1.902***	-0.731***	-1.034***	-1.871***	-1.859***	1.040	0.867***	2.666***	2.812***	-0.861***	-0.891***	-4.090***	-2.662***	-4.848***	-0.811	1.851***	2.136***	-2.024***	-1.512***	-4.687***	-4.504***	-4.524***	-7.148***	1.550***	2.090***	-0.639***	-1.265***	-3.655***	-2.895***	-3.080***	-1.455***	1.186***	1.474***	-1.192***	-0.987***	-4.542***	-2.639***	-7.061***	-2.054*	0.0265	0.617*	-1.170***	-0.720***	-3.519***	-2.231***	-2.697***	0.562	-0.204	1.007**	-0.749***	-0.175
	(0.183)	(0.406)	(0.303)	(1.576)	(0.242)	(0.230)	(0.190)	(0.334)	(0.540)	(0.112)	(0.950)	(0.202)	(0.196)	(0.181)	(0.131)	(0.123)	(0.147)	(0.492)	(0.380)	(1.536)	(0.367)	(0.339)	(0.123)	(0.262)	(0.371)	(0.137)	(0.713)	(0.341)	(0.191)	(0.179)	(0.119)	(0.108)	(0.260)	(0.238)	(0.542)	(0.543)	(0.341)	(0.365)	(0.134)	(0.158)	(0.392)	(0.422)	(1.000)	(1.140)	(0.349)	(0.342)	(0.146)	(0.149)	(0.377)	(0.347)	(0.827)	(0.766)	(0.460)	(0.452)	(0.178)	(0.196)
																																																								
Observations	69,864	70,484	69,911	70,531	49,349	49,526	30,549	30,831	124,830	126,259	124,890	126,319	83,584	83,990	60,865	61,538	142,790	145,029	142,895	145,134	92,391	93,060	70,884	72,083	124,694	127,284	124,773	127,363	79,605	80,459	64,041	65,460	113,123	116,077	113,171	116,125	72,456	73,438	61,109	62,828	88,900	91,557	88,929	91,586	56,397	57,404	50,470	52,072	70,979	73,565	70,992	73,578	45,548	46,496	41,620	43,189
R-squared	0.135	0.085	0.842	0.827	0.595	0.585	0.313	0.258	0.136	0.068	0.790	0.770	0.530	0.518	0.295	0.245	0.145	0.056	0.732	0.702	0.442	0.424	0.333	0.271	0.141	0.052	0.674	0.643	0.385	0.366	0.357	0.301	0.147	0.055	0.631	0.593	0.342	0.321	0.372	0.317	0.140	0.052	0.593	0.556	0.323	0.302	0.366	0.318	0.136	0.061	0.547	0.512	0.289	0.268	0.345	0.299
Robust standard errors in parentheses																																																								
*** p<0.01, ** p<0.05, * p<0.1																																																								
