	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)
VARIABLES	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool	school_zscore	school_zscore	educ	educ	attendance	attendance	highschool	highschool
																																																								
	(0.0179)	(0.0179)	(0.0341)	(0.0341)	(0.0120)	(0.0120)	(0.0120)	(0.0120)	(0.0157)	(0.0157)	(0.0315)	(0.0315)	(0.0132)	(0.0132)	(0.0108)	(0.0108)	(0.0162)	(0.0162)	(0.0334)	(0.0334)	(0.0137)	(0.0137)	(0.0109)	(0.0109)	(0.0241)	(0.0241)	(0.0475)	(0.0475)	(0.0220)	(0.0220)	(0.0157)	(0.0157)	(0.0230)	(0.0230)	(0.0481)	(0.0481)	(0.0220)	(0.0220)	(0.0140)	(0.0140)	(0.0370)	(0.0369)	(0.0806)	(0.0805)	(0.0362)	(0.0362)	(0.0218)	(0.0218)	(0.0429)	(0.0429)	(0.0918)	(0.0918)	(0.0392)	(0.0390)	(0.0227)	(0.0227)
educf_7_10	0.405***	0.405***	0.997***	0.997***	0.115***	0.114***	0.207***	0.207***	0.486***	0.486***	1.079***	1.079***	0.173***	0.173***	0.223***	0.223***	0.634***	0.634***	1.286***	1.286***	0.251***	0.250***	0.264***	0.264***	0.742***	0.742***	1.368***	1.368***	0.308***	0.307***	0.246***	0.246***	0.697***	0.697***	1.342***	1.343***	0.313***	0.313***	0.216***	0.217***	0.703***	0.705***	1.455***	1.458***	0.356***	0.355***	0.230***	0.230***	0.728***	0.729***	1.560***	1.559***	0.348***	0.347***	0.208***	0.208***
	(0.0155)	(0.0155)	(0.0295)	(0.0295)	(0.00980)	(0.00980)	(0.0100)	(0.0100)	(0.0147)	(0.0147)	(0.0296)	(0.0296)	(0.0112)	(0.0112)	(0.00932)	(0.00932)	(0.0157)	(0.0157)	(0.0309)	(0.0309)	(0.0127)	(0.0127)	(0.00984)	(0.00984)	(0.0241)	(0.0241)	(0.0472)	(0.0472)	(0.0218)	(0.0218)	(0.0158)	(0.0157)	(0.0233)	(0.0234)	(0.0480)	(0.0481)	(0.0216)	(0.0216)	(0.0135)	(0.0135)	(0.0458)	(0.0458)	(0.0917)	(0.0917)	(0.0379)	(0.0379)	(0.0255)	(0.0255)	(0.0429)	(0.0429)	(0.0933)	(0.0934)	(0.0408)	(0.0407)	(0.0214)	(0.0215)
educf_11plus	0.509***	0.509***	1.166***	1.166***	0.183***	0.183***	0.231***	0.231***	0.669***	0.669***	1.390***	1.390***	0.239***	0.239***	0.259***	0.259***	0.763***	0.762***	1.535***	1.533***	0.282***	0.281***	0.302***	0.302***	0.894***	0.894***	1.677***	1.678***	0.332***	0.332***	0.319***	0.319***	0.866***	0.865***	1.784***	1.784***	0.326***	0.325***	0.285***	0.286***	0.964***	0.965***	2.131***	2.133***	0.396***	0.399***	0.329***	0.330***	0.835***	0.831***	1.702***	1.696***	0.214***	0.211***	0.307***	0.306***
	(0.0156)	(0.0156)	(0.0297)	(0.0297)	(0.0101)	(0.0101)	(0.0101)	(0.0101)	(0.0158)	(0.0158)	(0.0306)	(0.0306)	(0.0116)	(0.0116)	(0.00975)	(0.00975)	(0.0178)	(0.0177)	(0.0355)	(0.0355)	(0.0131)	(0.0131)	(0.0103)	(0.0103)	(0.0386)	(0.0386)	(0.0684)	(0.0684)	(0.0241)	(0.0241)	(0.0186)	(0.0188)	(0.0343)	(0.0343)	(0.0752)	(0.0752)	(0.0274)	(0.0274)	(0.0179)	(0.0179)	(0.0632)	(0.0636)	(0.173)	(0.173)	(0.0504)	(0.0510)	(0.0360)	(0.0358)	(0.0878)	(0.0877)	(0.212)	(0.212)	(0.0638)	(0.0639)	(0.0453)	(0.0453)
poor1	-0.182***	-0.182***	-0.361***	-0.361***	-0.0901***	-0.0900***	-0.141***	-0.141***	-0.191***	-0.191***	-0.358***	-0.358***	-0.0849***	-0.0848***	-0.106***	-0.106***	-0.281***	-0.280***	-0.570***	-0.570***	-0.119***	-0.119***	-0.114***	-0.114***	-0.298***	-0.298***	-0.686***	-0.685***	-0.118***	-0.118***	-0.149***	-0.149***	-0.282***	-0.282***	-0.659***	-0.657***	-0.123***	-0.123***	-0.129***	-0.128***	-0.253***	-0.251***	-0.659***	-0.656***	-0.119***	-0.117***	-0.0965***	-0.0964***	-0.258***	-0.258***	-0.556***	-0.555***	-0.150***	-0.152***	-0.0848***	-0.0845***
	(0.0203)	(0.0203)	(0.0399)	(0.0398)	(0.0115)	(0.0115)	(0.0161)	(0.0161)	(0.0176)	(0.0176)	(0.0359)	(0.0359)	(0.0108)	(0.0108)	(0.0128)	(0.0128)	(0.0163)	(0.0163)	(0.0353)	(0.0353)	(0.0110)	(0.0110)	(0.0113)	(0.0113)	(0.0252)	(0.0252)	(0.0548)	(0.0548)	(0.0185)	(0.0185)	(0.0162)	(0.0162)	(0.0222)	(0.0222)	(0.0495)	(0.0495)	(0.0185)	(0.0185)	(0.0118)	(0.0118)	(0.0336)	(0.0336)	(0.0829)	(0.0829)	(0.0296)	(0.0297)	(0.0183)	(0.0182)	(0.0355)	(0.0355)	(0.0817)	(0.0817)	(0.0311)	(0.0311)	(0.0157)	(0.0157)
T_Bind		-0.0680		-0.152		-0.0968*		-0.0177		-0.0384		-0.0810		-0.0653		-0.0510		-0.0570		-0.0115		-0.0751**		-0.0212		0.0777		0.339**		0.0531		0.0225		-0.0577		-0.173		0.0400		-0.0179		0.174*		0.264		0.113		-0.00528		-0.00478		-0.161		-0.342***		0.0269
		(0.0846)		(0.165)		(0.0576)		(0.0521)		(0.0532)		(0.110)		(0.0418)		(0.0342)		(0.0523)		(0.107)		(0.0355)		(0.0326)		(0.0587)		(0.135)		(0.0600)		(0.0424)		(0.0560)		(0.134)		(0.0504)		(0.0363)		(0.0955)		(0.191)		(0.103)		(0.0562)		(0.100)		(0.215)		(0.0884)		(0.0346)
T_BindXtwin		-0.0668		-0.0179		0.0639		0.0252		-0.0658		0.0503		-0.0310		0.0490		-0.116		-0.216		0.0317		0.0263		-0.113		-0.576**		-0.0430		-0.0567		0.141		0.131		-0.0862		0.0487		0.333		0.635*		0.272		-0.196		-0.0648		-0.0876		-0.00530		0.142
		(0.0929)		(0.179)		(0.0631)		(0.0595)		(0.0826)		(0.157)		(0.0645)		(0.0555)		(0.0830)		(0.169)		(0.0594)		(0.0538)		(0.112)		(0.291)		(0.111)		(0.0968)		(0.154)		(0.280)		(0.104)		(0.121)		(0.202)		(0.345)		(0.248)		(0.180)		(0.219)		(0.575)		(0.154)		(0.207)
Constant	-1.141***	-1.140***	0.660**	0.664**	2.247***	2.247***	-0.984***	-0.983***	-2.292***	-2.297***	0.664	0.658	2.728***	2.719***	-1.173***	-1.176***	-4.013***	-4.016***	-1.961**	-1.958**	2.953***	2.947***	-0.968***	-0.967***	-5.014***	-5.071***	-3.827***	-3.978***	1.595***	1.593***	-0.783***	-0.791***	-5.665***	-5.662***	-7.038***	-7.027***	0.318	0.316	-1.308***	-1.297***	-4.337***	-4.313***	-4.475***	-4.437***	0.184	0.149	-1.369***	-1.355***	-5.883***	-5.905***	-5.320***	-5.345***	0.811	0.750	-0.608	-0.635*
	(0.200)	(0.200)	(0.295)	(0.295)	(0.259)	(0.259)	(0.208)	(0.208)	(0.563)	(0.563)	(1.001)	(1.001)	(0.287)	(0.287)	(0.205)	(0.205)	(0.451)	(0.451)	(0.872)	(0.871)	(0.217)	(0.217)	(0.197)	(0.197)	(0.454)	(0.456)	(0.933)	(0.941)	(0.430)	(0.431)	(0.260)	(0.261)	(0.671)	(0.672)	(1.398)	(1.399)	(0.611)	(0.611)	(0.220)	(0.220)	(0.652)	(0.652)	(1.467)	(1.466)	(0.887)	(0.885)	(0.363)	(0.364)	(0.774)	(0.774)	(1.701)	(1.700)	(1.078)	(1.076)	(0.371)	(0.368)
																																																								
Observations	59,183	59,183	59,229	59,229	41,193	41,193	24,407	24,407	53,803	53,803	53,838	53,838	36,710	36,710	24,671	24,671	53,659	53,659	53,751	53,751	37,138	37,138	23,821	23,821	22,950	22,950	22,983	22,983	15,695	15,695	10,249	10,249	23,293	23,293	23,310	23,310	15,958	15,958	11,335	11,335	9,145	9,145	9,148	9,148	6,040	6,040	4,760	4,760	9,347	9,347	9,350	9,350	6,432	6,432	5,085	5,085
R-squared	0.131	0.131	0.856	0.856	0.571	0.571	0.326	0.326	0.155	0.155	0.808	0.808	0.468	0.468	0.338	0.338	0.171	0.171	0.753	0.753	0.366	0.366	0.408	0.407	0.173	0.173	0.713	0.713	0.312	0.312	0.453	0.453	0.172	0.172	0.666	0.666	0.277	0.276	0.460	0.460	0.168	0.169	0.616	0.616	0.302	0.302	0.442	0.443	0.178	0.178	0.559	0.559	0.230	0.232	0.398	0.398
Robust standard errors in parentheses																																																								
*** p<0.01, ** p<0.05, * p<0.1																																																								
