	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)
VARIABLES	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears
															
country7	2.184***	-1.827***	-1.113***	-15.36	-3.256***	-2.272***	2.225***	-2.949***	-2.558***	2.306***	-2.547***	-2.071***	3.531	-2.050***	-1.610***
	(0.185)	(0.138)	(0.223)	(54,843)	(1.103)	(0.729)	(0.268)	(0.404)	(0.507)	(0.243)	(0.328)	(0.405)	(13,084)	(0.230)	(0.320)
country8	-0.984***	-5.070***	-2.674***	-18.39	-7.810***	-4.042***	-0.896***	-7.205***	-4.497***	-0.880***	-6.441***	-3.824***	0.359	-5.653***	-3.284***
	(0.189)	(0.175)	(0.233)	(54,843)	(2.005)	(0.917)	(0.272)	(0.676)	(0.660)	(0.246)	(0.511)	(0.535)	(13,084)	(0.342)	(0.401)
country9	2.742***	-0.941***	-1.487***	-14.56	2.818	0.0497	2.675***	1.362**	-0.220	2.315***	-0.183	-1.003***	3.259	-1.174***	-1.479***
	(0.172)	(0.188)	(0.194)	(54,843)	(2.157)	(0.671)	(0.250)	(0.689)	(0.437)	(0.228)	(0.418)	(0.270)	(13,084)	(0.232)	(0.184)
country11	2.080***	-1.825***	-1.914***	-15.67	-1.497***	-2.493***	2.027***	-1.760***	-2.570***	2.082***	-1.926***	-2.437***	3.221	-1.844***	-2.369***
	(0.214)	(0.161)	(0.177)	(54,843)	(0.467)	(0.344)	(0.308)	(0.294)	(0.284)	(0.283)	(0.249)	(0.271)	(13,084)	(0.226)	(0.240)
country12	0.362*	-3.633***	-2.230***	-17.39	-4.799***	-2.483***	0.421	-4.442***	-2.381***	0.441*	-4.318***	-2.278***	1.518	-4.059***	-2.308***
	(0.197)	(0.149)	(0.181)	(54,843)	(0.844)	(0.322)	(0.285)	(0.361)	(0.261)	(0.257)	(0.322)	(0.251)	(13,084)	(0.246)	(0.240)
country13	2.897***	-0.839***	-1.283***	-14.34	2.599	-0.547	2.963***	1.556**	-0.352	2.560***	-0.00594	-1.048**	3.461	-1.008***	-1.455***
	(0.177)	(0.162)	(0.379)	(54,843)	(1.899)	(0.960)	(0.258)	(0.671)	(0.693)	(0.238)	(0.408)	(0.500)	(13,084)	(0.236)	(0.459)
country14	4.026***	0.147	0.127	-13.11	1.407***	0.833***	4.165***	1.003***	0.705***	3.969***	0.421**	0.500***	5.030	0.110	0.447***
	(0.171)	(0.0967)	(0.128)	(54,843)	(0.478)	(0.270)	(0.247)	(0.250)	(0.227)	(0.225)	(0.169)	(0.179)	(13,084)	(0.132)	(0.155)
country15	2.167***	-1.697***	-1.764***	-15.35	-0.953**	-1.768***	2.161***	-1.236***	-1.846***	2.042***	-1.596***	-1.818***	3.114	-1.786***	-1.824***
	(0.189)	(0.129)	(0.159)	(54,843)	(0.462)	(0.268)	(0.270)	(0.252)	(0.217)	(0.246)	(0.196)	(0.192)	(13,084)	(0.175)	(0.191)
country16	-1.182***	-5.176***	-3.796***	-19.13	-6.681***	-4.221***	-1.411***	-6.327***	-4.353***	-1.248***	-5.846***	-4.098***	-0.0445	-5.413***	-3.988***
	(0.189)	(0.136)	(0.168)	(54,843)	(0.907)	(0.391)	(0.271)	(0.352)	(0.294)	(0.245)	(0.273)	(0.250)	(13,084)	(0.194)	(0.212)
country17	0.460**	-3.504***	-2.238***	-16.57	-3.677***	-1.668***	0.792***	-3.853***	-1.957***	0.578**	-4.085***	-2.155***	1.603	-4.057***	-2.211***
	(0.188)	(0.129)	(0.143)	(54,843)	(0.661)	(0.253)	(0.271)	(0.302)	(0.200)	(0.247)	(0.288)	(0.191)	(13,084)	(0.254)	(0.208)
country18	2.247***	-1.693***	-1.164***	-15.00	-1.132***	-1.088***	2.217***	-1.628***	-1.521***	1.740***	-2.592***	-1.841***	2.371	-3.129***	-2.175***
	(0.181)	(0.114)	(0.137)	(54,843)	(0.299)	(0.265)	(0.263)	(0.205)	(0.200)	(0.240)	(0.214)	(0.222)	(13,084)	(0.212)	(0.229)
country19	2.012***	-1.696***	-1.226***	-15.45	1.162	1.174	1.816***	0.116	1.234	1.548***	-1.069***	0.189	2.541	-1.874***	-0.576
	(0.171)	(0.172)	(0.294)	(54,843)	(1.695)	(1.187)	(0.247)	(0.591)	(0.837)	(0.225)	(0.384)	(0.599)	(13,084)	(0.231)	(0.387)
country20	3.106***	-0.664***		-14.43	1.634		3.032***	0.909*		3.043***	0.175		4.283	-0.241	
	(0.171)	(0.138)		(54,843)	(1.370)		(0.248)	(0.486)		(0.225)	(0.320)		(13,084)	(0.205)	
country21	4.084***	0.488*	-2.117***	-13.68	4.711*	-0.111	4.184***	2.887***	-0.0998	4.526***	2.061***	-0.492	6.064	1.791***	-0.601*
	(0.215)	(0.275)	(0.285)	(54,843)	(2.787)	(1.225)	(0.322)	(0.743)	(0.650)	(0.313)	(0.495)	(0.441)	(13,084)	(0.373)	(0.355)
country22	3.110***	-0.879***	-0.460***	-14.32	-1.569**	-0.967**	3.206***	-1.541***	-1.277***	3.127***	-1.512***	-1.075***	4.216	-1.288***	-0.878***
	(0.179)	(0.122)	(0.167)	(54,843)	(0.725)	(0.475)	(0.260)	(0.303)	(0.347)	(0.235)	(0.270)	(0.312)	(13,084)	(0.205)	(0.262)
country23	1.134***	-2.697***	-2.972***	-16.17	-1.305*	-2.515***	1.296***	-1.785***	-2.799***	1.204***	-2.186***	-3.109***	2.251	-2.542***	-3.382***
	(0.191)	(0.140)	(0.166)	(54,843)	(0.701)	(0.290)	(0.273)	(0.306)	(0.231)	(0.251)	(0.236)	(0.207)	(13,084)	(0.196)	(0.211)
country24	-0.647***	-4.615***	-2.302***	-18.03	-4.538***	-2.202***	-0.520**	-4.926***	-2.611***	-0.893***	-5.573***	-3.049***	-0.00261	-5.717***	-3.147***
	(0.180)	(0.116)	(0.152)	(54,843)	(0.361)	(0.268)	(0.260)	(0.244)	(0.236)	(0.237)	(0.281)	(0.280)	(13,084)	(0.257)	(0.285)
country25	1.411***	-2.605***	-1.546***	-15.96	-3.967***	-1.766***	1.518***	-3.654***	-2.068***	1.504***	-3.315***	-1.920***	2.680	-2.855***	-1.819***
	(0.180)	(0.132)	(0.144)	(54,843)	(1.162)	(0.356)	(0.260)	(0.395)	(0.270)	(0.236)	(0.312)	(0.241)	(13,084)	(0.212)	(0.202)
country26	-2.150***	-6.267***	-4.496***	-19.71	-8.954***	-5.215***	-2.137***	-8.613***	-5.715***	-2.125***	-7.921***	-5.259***	-1.015	-7.158***	-4.876***
	(0.185)	(0.186)	(0.187)	(54,843)	(1.900)	(0.562)	(0.267)	(0.714)	(0.463)	(0.241)	(0.570)	(0.407)	(13,084)	(0.373)	(0.323)
country27	0.684***	-3.257***	-1.866***	-16.62	-2.982***	-0.991***	0.734***	-3.135***	-1.189***	0.509**	-3.486***	-1.635***	1.418	-3.752***	-2.035***
	(0.175)	(0.104)	(0.136)	(54,843)	(0.298)	(0.325)	(0.254)	(0.184)	(0.259)	(0.230)	(0.156)	(0.194)	(13,084)	(0.144)	(0.160)
country28	-1.043***	-4.993***	-3.938***	-18.60	-5.274***	-3.835***	-1.012***	-5.244***	-3.982***	-0.928***	-5.184***	-3.950***	0.264	-5.028***	-3.906***
	(0.184)	(0.120)	(0.140)	(54,843)	(0.439)	(0.250)	(0.266)	(0.233)	(0.199)	(0.242)	(0.206)	(0.184)	(13,084)	(0.178)	(0.182)
country29	2.349***	-1.528***	-1.611***	-15.36	-0.982**	-2.225***	2.307***	-1.322***	-2.184***	2.257***	-1.753***	-2.125***	3.448	-1.779***	-1.823***
	(0.196)	(0.136)	(0.258)	(54,843)	(0.474)	(0.441)	(0.280)	(0.248)	(0.363)	(0.256)	(0.204)	(0.337)	(13,084)	(0.193)	(0.319)
country30	0.310	-3.533***	-1.984***	-17.32	-2.806***	-0.572	0.0490	-3.055***	-0.574	-0.00486	-3.496***	-1.239***	1.113	-3.806***	-1.761***
	(0.195)	(0.142)	(0.225)	(54,843)	(0.532)	(0.709)	(0.279)	(0.311)	(0.539)	(0.256)	(0.229)	(0.381)	(13,084)	(0.194)	(0.256)
country31	1.245***	-2.669***	-2.105***	-15.92	-1.164*	-1.152**	1.284***	-2.107***	-1.442***	0.991***	-3.005***	-1.942***	1.841	-3.511***	-2.250***
	(0.175)	(0.102)	(0.133)	(54,843)	(0.613)	(0.502)	(0.254)	(0.224)	(0.318)	(0.232)	(0.158)	(0.187)	(13,084)	(0.171)	(0.152)
country32	-1.087***	-5.178***	-3.497***	-18.63	-7.822***	-4.146***	-1.035***	-7.191***	-4.380***	-1.095***	-6.641***	-4.047***	0.0758	-6.009***	-3.750***
	(0.197)	(0.185)	(0.204)	(54,843)	(1.875)	(0.552)	(0.285)	(0.648)	(0.403)	(0.255)	(0.513)	(0.352)	(13,084)	(0.367)	(0.292)
country33	3.127***	-0.877***	0.165	-14.70	-2.295**	-0.820	3.104***	-1.902***	-0.961**	3.198***	-1.481***	-0.557*	4.425	-1.114***	-0.287
	(0.185)	(0.134)	(0.181)	(54,843)	(0.923)	(0.545)	(0.266)	(0.364)	(0.399)	(0.241)	(0.286)	(0.329)	(13,084)	(0.221)	(0.274)
country34	1.400***	-2.540***		-16.01	-3.274***		1.415***	-3.052***		1.303***	-3.045***		2.486	-2.837***	
	(0.188)	(0.125)		(54,843)	(0.743)		(0.269)	(0.269)		(0.244)	(0.223)		(13,084)	(0.184)	
country35	3.854***	0.0427	0.0217	-13.65	2.114*	0.757*	3.825***	1.282***	0.641**	3.822***	0.515**	0.424**	4.912	0.00694	0.280*
	(0.173)	(0.121)	(0.138)	(54,843)	(1.192)	(0.448)	(0.250)	(0.389)	(0.288)	(0.228)	(0.219)	(0.193)	(13,084)	(0.142)	(0.156)
country36	3.712***	-0.113		-13.53	1.420**		3.796***	0.860***		3.721***	0.243		4.800	-0.200	
	(0.173)	(0.116)		(54,843)	(0.716)		(0.250)	(0.301)		(0.228)	(0.186)		(13,084)	(0.136)	
country37	-0.204	-4.254***	-3.109***	-17.63	-6.373***	-3.746***	-0.130	-5.901***	-3.945***	-0.202	-5.387***	-3.692***	0.997	-4.733***	-3.424***
	(0.178)	(0.144)	(0.153)	(54,843)	(1.594)	(0.490)	(0.256)	(0.532)	(0.329)	(0.232)	(0.401)	(0.272)	(13,084)	(0.255)	(0.224)
country38	-1.174***	-5.231***	-3.646***	-18.76	-7.385***	-4.155***	-1.235***	-6.912***	-4.408***	-1.260***	-6.505***	-4.208***	-0.0538	-5.837***	-3.930***
	(0.181)	(0.151)	(0.170)	(54,843)	(1.525)	(0.428)	(0.261)	(0.514)	(0.313)	(0.237)	(0.421)	(0.291)	(13,084)	(0.273)	(0.241)
country39	3.546*	-0.326		-15.37	-3.194		3.698**	-0.514		3.593*	-0.00991		4.735	0.356	
	(1.839)	(1.838)		(54,843)	(3.964)		(1.878)	(2.425)		(1.893)	(2.209)		(13,084)	(2.037)	
country40	1.399***	-2.627***	-1.429***	-16.30	-4.194***	-2.163***	1.259***	-3.847***	-2.319***	1.281***	-3.589***	-2.090***	2.502	-3.075***	-1.842***
	(0.179)	(0.136)	(0.163)	(54,843)	(1.092)	(0.420)	(0.260)	(0.380)	(0.300)	(0.235)	(0.324)	(0.276)	(13,084)	(0.221)	(0.228)
country41	-0.301	-4.252***	-3.419***	-18.16	-5.661***	-4.146***	-0.381	-4.959***	-4.082***	-0.411	-4.715***	-3.747***	0.744	-4.504***	-3.448***
	(0.214)	(0.163)	(0.295)	(54,843)	(0.917)	(0.577)	(0.302)	(0.338)	(0.443)	(0.275)	(0.262)	(0.371)	(13,084)	(0.218)	(0.331)
country42	2.185***	-1.556***	-1.023***	-15.17	1.627	-0.772*	2.030***	0.0808	-1.373***	1.872***	-1.158***	-1.300***	2.875	-1.938***	-1.261***
	(0.178)	(0.160)	(0.209)	(54,843)	(1.814)	(0.444)	(0.258)	(0.538)	(0.330)	(0.237)	(0.292)	(0.311)	(13,084)	(0.170)	(0.296)
country43	2.623***	-1.461***	-0.478**	-15.22	-4.119**	-1.787***	2.655***	-3.357***	-1.989***	2.676***	-2.675***	-1.491***	3.709	-2.160***	-1.150***
	(0.198)	(0.184)	(0.223)	(54,843)	(1.705)	(0.681)	(0.286)	(0.614)	(0.525)	(0.258)	(0.464)	(0.429)	(13,084)	(0.313)	(0.339)
country44	2.038***	-1.651***		-15.51	1.335		1.709***	0.0812		1.474***	-0.975**		2.399	-1.934***	
	(0.178)	(0.190)		(54,843)	(1.842)		(0.257)	(0.615)		(0.236)	(0.437)		(13,084)	(0.269)	
country45	2.015***	-2.053***	-1.340***	-15.48	-4.047***	-2.413***	2.107***	-3.578***	-2.768***	2.112***	-3.179***	-2.351***	3.240	-2.687***	-1.982***
	(0.180)	(0.155)	(0.208)	(54,843)	(1.493)	(0.660)	(0.260)	(0.515)	(0.476)	(0.236)	(0.432)	(0.429)	(13,084)	(0.310)	(0.340)
country46	3.912***			-13.84			3.868***			3.879***			5.039		
	(0.192)			(54,843)			(0.275)			(0.250)			(13,084)		
age37		1.815	5.067	0.923	6.112	5.523	0.358	4.515	5.464	-1.542	4.348	5.552		4.293	5.274
		(3.853)	(3.862)	(27,388)	(6.424)	(3.904)	(16,952)	(5.181)	(4.059)	(20,740)	(4.688)	(3.934)		(4.300)	(3.908)
country10		-4.056***	-2.788***	-17.68	-6.045***	-3.615***		-5.507***	-3.885***		-5.201***	-3.445***	1.105	-4.805***	-3.084***
		(0.218)	(0.404)	(54,843)	(1.434)	(0.862)		(0.558)	(0.653)		(0.476)	(0.571)	(13,084)	(0.372)	(0.499)
educfyrs			0.271***			0.427***			0.459***			0.417***			0.389***
			(0.0215)			(0.0747)			(0.0513)			(0.0401)			(0.0275)
height			0.0138***			0.0259***			0.0273***			0.0224***			0.0168***
			(0.00204)			(0.00498)			(0.00421)			(0.00344)			(0.00302)
bmi			0.0731***			0.0868***			0.0936***			0.0894***			0.0861***
			(0.00258)			(0.0134)			(0.0102)			(0.00782)			(0.00492)
poor1			-1.609***			-2.355***			-2.417***			-2.113***			-1.835***
			(0.0942)			(0.380)			(0.294)			(0.222)			(0.157)
Constant	8.905	10.44***	7.447**	25.78	-2.131	-0.526	5.110	-0.0803	-1.424	7.321	1.528	1.147	8.049	3.565	4.268
	(15,403)	(3.753)	(3.640)	(60,291)	(10.32)	(5.262)	(16,952)	(5.937)	(4.850)	(20,740)	(5.357)	(4.500)	(19,149)	(4.709)	(4.241)
															
Observations	223,412	223,412	121,570	71,009	71,009	39,933	114,759	114,759	64,225	126,599	126,599	70,101	119,152	119,152	65,662
R-squared	0.282	0.278	0.384	0.295	-0.510	0.400	0.283	-0.211	0.341	0.263	-0.014	0.373	0.245	0.130	0.365
Standard errors in parentheses															
*** p<0.01, ** p<0.05, * p<0.1															
