	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)
VARIABLES	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears	eduyears
																				
yearc59	-0.854	0.480	0.685**	0.506	0.464	-0.229	0.401	0.319	5.540	0.429	-0.0391	-0.263	5.665	0.890	0.410	0.0798	0.210	1.276*	0.969*	0.750
	(16,704)	(0.356)	(0.324)	(0.318)	(4.222)	(1.268)	(0.881)	(0.881)	(4.052)	(0.829)	(0.547)	(0.529)	(4.114)	(0.727)	(0.550)	(0.549)	(14,432)	(0.685)	(0.511)	(0.494)
yearc60	-1.016	0.332	0.490	0.331	0.222	-0.335	0.215	0.149	5.317	0.230	-0.164	-0.390	5.525	0.791	0.309	-0.00901	-0.00820	1.052	0.842*	0.601
	(16,704)	(0.356)	(0.321)	(0.315)	(4.222)	(1.226)	(0.823)	(0.826)	(4.052)	(0.830)	(0.529)	(0.512)	(4.114)	(0.728)	(0.534)	(0.531)	(14,432)	(0.684)	(0.506)	(0.488)
yearc61	-1.097	0.269	0.379	0.177	0.278	-0.0847	0.443	0.248	5.299	0.462	-0.109	-0.376	5.416	0.761	0.282	-0.0473	-0.0446	1.079	0.759	0.478
	(16,704)	(0.357)	(0.320)	(0.312)	(4.222)	(1.180)	(0.745)	(0.747)	(4.052)	(0.840)	(0.501)	(0.482)	(4.114)	(0.732)	(0.515)	(0.507)	(14,432)	(0.686)	(0.500)	(0.481)
yearc62	-1.136	0.270	0.311	0.135	0.121	-0.117	0.482	0.315	5.175	0.566	0.0463	-0.241	5.355	0.829	0.367	0.0658	-0.103	1.126	0.820	0.550
	(16,704)	(0.360)	(0.320)	(0.311)	(4.222)	(1.158)	(0.692)	(0.690)	(4.052)	(0.853)	(0.485)	(0.461)	(4.114)	(0.739)	(0.502)	(0.490)	(14,432)	(0.691)	(0.499)	(0.478)
yearc63	-1.192	0.253	0.267	0.0924	0.0349	0.0719	0.454	0.286	5.132	0.679	0.0581	-0.245	5.272	0.819	0.402	0.107	-0.251	1.037	0.822*	0.537
	(16,704)	(0.363)	(0.321)	(0.311)	(4.222)	(1.137)	(0.668)	(0.664)	(4.052)	(0.865)	(0.481)	(0.456)	(4.114)	(0.745)	(0.499)	(0.485)	(14,432)	(0.694)	(0.500)	(0.478)
yearc64	-1.175	0.267	0.0477	-0.112	0.0813	0.250	0.352	0.166	5.090	0.722	-0.106	-0.412	5.233	0.873	0.271	-3.87e-05	-0.233	1.074	0.728	0.450
	(16,704)	(0.363)	(0.322)	(0.312)	(4.222)	(1.139)	(0.648)	(0.642)	(4.052)	(0.872)	(0.481)	(0.453)	(4.114)	(0.752)	(0.499)	(0.481)	(14,432)	(0.695)	(0.502)	(0.479)
yearc65	-1.306	0.129	-0.196	-0.351	0.0814	0.427	0.277	0.0700	5.035	0.658	-0.270	-0.581	5.173	0.726	0.0921	-0.169	-0.254	1.037	0.598	0.324
	(16,704)	(0.363)	(0.322)	(0.312)	(4.223)	(1.156)	(0.627)	(0.618)	(4.052)	(0.872)	(0.482)	(0.452)	(4.114)	(0.746)	(0.499)	(0.482)	(14,432)	(0.695)	(0.503)	(0.479)
yearc66	-1.235	0.244	-0.190	-0.326	0.171	0.926	0.249	0.0456	5.151	1.213	-0.116	-0.445	5.271	1.131	0.134	-0.126	-0.200	1.275*	0.602	0.339
	(16,704)	(0.367)	(0.326)	(0.315)	(4.223)	(1.246)	(0.617)	(0.600)	(4.052)	(0.918)	(0.491)	(0.456)	(4.114)	(0.775)	(0.507)	(0.487)	(14,432)	(0.707)	(0.510)	(0.485)
yearc67	-1.009	0.526	-0.0693	-0.221	0.376	1.551	0.629	0.375	5.322	1.842*	0.222	-0.149	5.460	1.527*	0.425	0.174	-0.0409	1.596**	0.820	0.499
	(16,704)	(0.373)	(0.333)	(0.320)	(4.223)	(1.398)	(0.619)	(0.593)	(4.052)	(0.977)	(0.513)	(0.468)	(4.114)	(0.798)	(0.521)	(0.499)	(14,432)	(0.718)	(0.520)	(0.492)
yearc68	-1.147	0.381	-0.123	-0.271	0.147	1.281	0.550	0.285	5.176	1.708*	0.201	-0.191	5.331	1.444*	0.476	0.205	-0.170	1.511**	0.838	0.529
	(16,704)	(0.372)	(0.335)	(0.322)	(4.223)	(1.382)	(0.623)	(0.594)	(4.053)	(0.979)	(0.524)	(0.476)	(4.114)	(0.804)	(0.535)	(0.512)	(14,432)	(0.721)	(0.526)	(0.497)
yearc69	-1.083	0.509	-0.238	-0.372	0.144	1.684	0.457	0.179	5.235	2.106**	0.163	-0.229	5.432	1.682**	0.463	0.188	-0.121	1.628**	0.840	0.523
	(16,704)	(0.381)	(0.340)	(0.327)	(4.223)	(1.572)	(0.627)	(0.597)	(4.053)	(1.031)	(0.532)	(0.483)	(4.115)	(0.824)	(0.537)	(0.514)	(14,432)	(0.728)	(0.528)	(0.500)
yearc70	-1.102	0.470	-0.329	-0.432	0.145	1.565	0.412	0.178	5.241	2.007*	0.139	-0.194	5.362	1.661**	0.410	0.173	-0.332	1.469**	0.742	0.397
	(16,704)	(0.382)	(0.341)	(0.328)	(4.225)	(1.526)	(0.631)	(0.603)	(4.054)	(1.025)	(0.534)	(0.485)	(4.116)	(0.839)	(0.552)	(0.528)	(14,432)	(0.741)	(0.542)	(0.512)
cont_name1	-1.156***	-1.534***	-0.177**	0.126		-5.061*	-0.945**	-0.494	-1.109***	-4.202***	-0.820***	-0.380*	-1.074***	-2.568***	-0.542***	-0.254	-1.043***	-1.825***	-0.329***	-0.0393
	(0.0232)	(0.132)	(0.0857)	(0.0850)		(2.810)	(0.475)	(0.444)	(0.0334)	(0.814)	(0.251)	(0.230)	(0.0324)	(0.429)	(0.167)	(0.178)	(0.0340)	(0.187)	(0.0673)	(0.0670)
cont_name2	-0.754***	-0.646***	-0.478**	-0.765***	0.368***	-0.595***	0.752	0.201	-0.881***	-0.416***	0.974*	0.331	-0.836***	-0.323**	0.765	0.355	-0.744***	-0.159	0.534	-0.0127
	(0.0237)	(0.0443)	(0.195)	(0.174)	(0.0369)	(0.213)	(0.750)	(0.652)	(0.0336)	(0.134)	(0.526)	(0.431)	(0.0339)	(0.153)	(0.545)	(0.501)	(0.0369)	(0.144)	(0.373)	(0.324)
age38	-1.305				-0.576				-0.946				-4.035				-2.497			
	(4.162)				(29,660)				(18,382)				(22,618)				(4.375)			
yearc1	2.025	2.829			3.635	-1.536			8.308*	-0.278			8.036*	2.487			5.273	5.085		
	(16,704)	(2.403)			(4.841)	(5.718)			(4.701)	(4.039)			(4.775)	(3.252)			(14,432)	(3.697)		
yearc2	-6.600	-6.124			-5.104	-13.37				-11.57*				-7.886			-5.385	-6.115		
	(16,704)	(4.063)			(5.831)	(9.290)				(6.806)				(5.473)			(14,432)	(5.110)		
yearc3	-5.398	-4.640**			3.702	-3.757			1.088	-8.132**			1.221	-5.152*			-4.320	-3.501		
	(16,704)	(2.061)			(5.826)	(8.900)			(4.532)	(3.532)			(4.601)	(2.809)			(14,432)	(2.625)		
yearc4	-6.253	-5.288							0.260	-7.106			0.450	-4.767			-4.948	-3.147		
	(16,704)	(4.048)							(5.723)	(6.618)			(5.810)	(5.404)			(14,432)	(5.095)		
yearc5	-3.208	-2.452			-0.0157	-9.115			4.897	-6.750**			4.771	-3.342			-0.830	-1.519		
	(16,704)	(1.573)			(4.529)	(7.385)			(4.375)	(3.237)			(4.442)	(2.456)			(14,432)	(2.192)		
yearc6	-2.929	-1.946			-2.235	-6.631			3.410	-3.970			3.576	-2.236			-2.690	-1.860		
	(16,704)	(1.473)			(4.487)	(4.341)			(4.297)	(2.513)			(4.397)	(2.161)			(14,432)	(2.171)		
yearc8	-3.830	-2.865***			-3.256	-6.913**			2.694	-4.033**			2.134	-3.333**			-2.406	-1.177		
	(16,704)	(0.993)			(4.366)	(3.525)			(4.169)	(1.821)			(4.240)	(1.523)			(14,432)	(1.516)		
yearc9	-3.002	-2.179**			-3.839	-12.08*			3.001	-6.787***			4.024	-2.816*			-1.914	-1.854		
	(16,704)	(0.956)			(4.454)	(6.664)			(4.217)	(2.354)			(4.215)	(1.480)			(14,432)	(1.375)		
yearc10	-3.806	-2.959***			-4.093	-7.309**			1.600	-6.887***			2.873	-3.502**			-1.938	-2.791**		
	(16,704)	(0.803)			(4.378)	(3.325)			(4.184)	(2.041)			(4.202)	(1.374)			(14,432)	(1.298)		
yearc19	-0.247	0.566			0.811	-4.476			7.162	-2.066			7.214	0.906			1.126	0.826		
	(16,704)	(2.355)			(5.823)	(7.995)			(4.957)	(4.800)			(5.032)	(3.864)			(14,432)	(2.993)		
yearc37	-1.495	-0.863				-8.360			4.687	-5.865			4.119	-2.796			-1.393	-1.968		
	(16,704)	(4.237)				(9.586)			(5.885)	(7.093)			(5.970)	(5.718)			(14,432)	(5.370)		
yearc38	-4.247	-3.509			-0.914	-12.09			2.329	-8.458*			2.022	-5.627			-3.622	-4.488		
	(16,704)	(2.940)			(5.851)	(10.86)			(4.995)	(5.008)			(5.074)	(4.013)			(14,432)	(3.739)		
yearc39	-0.894	-0.324			0.752	-7.349			5.678	-5.939**			5.444	-2.697			-0.115	-1.363		
	(16,704)	(1.507)			(4.458)	(6.594)			(4.295)	(2.977)			(4.361)	(2.235)			(14,432)	(1.995)		
yearc40	-0.931	-0.0986			-0.621	-7.596			5.695	-4.664**			5.744	-1.786			-0.189	-1.057		
	(16,704)	(0.998)			(4.272)	(5.601)			(4.164)	(2.208)			(4.231)	(1.656)			(14,432)	(1.490)		
yearc42	-1.532	-0.712			-0.450	-5.619			4.801	-4.581***			5.134	-1.798*			-0.180	-0.680		
	(16,704)	(0.531)			(4.230)	(4.095)			(4.070)	(1.477)			(4.131)	(1.027)			(14,432)	(0.892)		
yearc71	-1.182				-0.0706				5.466				5.136				-0.638			
	(16,704)				(4.273)				(4.084)				(4.150)				(14,432)			
educfyrs			0.283***				0.433***				0.454***				0.436***				0.432***	
			(0.0225)				(0.0843)				(0.0506)				(0.0460)				(0.0284)	
cont_name3					1.235***															
					(0.0422)															
Constant	12.56	7.801*	8.902**	9.550**	10.89	-8.410	0.760	6.450	7.317	-9.048	0.297	4.615	9.597	-5.251	1.108	-0.0791	12.52	-5.899	2.663	6.445
	(16,704)	(4.124)	(3.871)	(4.169)	(29,660)	(16.19)	(5.954)	(5.869)	(18,382)	(8.585)	(5.085)	(4.887)	(22,618)	(7.070)	(5.240)	(5.817)	(14,432)	(6.220)	(4.761)	(5.683)
																				
Observations	223,412	223,412	121,570	120,085	71,009	71,009	39,933	39,442	114,759	114,759	64,225	63,539	126,599	126,599	70,101	69,371	119,152	119,152	65,662	64,955
R-squared	0.156	0.131	0.313	0.358	0.171	-1.433	0.328	0.410	0.156	-1.215	0.282	0.378	0.123	-0.494	0.290	0.351	0.090	-0.348	0.269	0.331
Standard errors in parentheses																				
*** p<0.01, ** p<0.05, * p<0.1																				
