	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
borddummy5																									-0.0208	-0.0161		0.00744	0.0313		0.00685	0.0834		0.00674	0.0288	
																									(0.106)	(0.106)		(0.0245)	(0.0245)		(0.287)	(0.286)		(0.0312)	(0.0313)	
borddummy6																															0.0222	0.123		0.0220	0.0519	
																															(0.374)	(0.373)		(0.0347)	(0.0347)	
Constant	-0.976*	-0.419	-1.725**	-1.164	-0.780	-1.014	-0.616	0.0244	-1.414**	-1.911**	-1.388*	-1.069	-1.293**	-0.320	-1.146**	-1.600*	-0.846	-1.212	-0.637	0.133	-0.936	-1.109	-0.249	-0.369	-0.327	-0.00756	-0.420	-1.179	-0.384	-0.374	-0.134	1.008	0.830	-2.199**	-1.325	-1.823*
	(0.381)	(0.274)	(0.530)	(0.697)	(0.686)	(0.734)	(0.373)	(0.263)	(0.511)	(0.697)	(0.689)	(0.744)	(0.424)	(0.326)	(0.430)	(0.715)	(0.707)	(0.762)	(0.643)	(0.547)	(0.645)	(0.713)	(0.704)	(0.758)	(0.386)	(0.329)	(0.379)	(0.727)	(0.715)	(0.766)	(1.077)	(1.025)	(1.137)	(0.750)	(0.733)	(0.776)
																																				
Observations	23,539	23,539	23,539	23,539	23,539	23,539	30,948	30,948	30,948	30,948	30,948	30,948	27,404	27,404	27,404	27,404	27,404	27,404	22,125	22,125	22,125	22,125	22,125	22,125	17,254	17,254	17,254	17,254	17,254	17,254	12,728	12,728	12,728	12,728	12,728	12,728
R-squared	0.190	0.183	-0.227	0.254	0.252	0.142	0.267	0.264	-0.054	0.271	0.268	0.146	0.181	0.170	-0.008	0.263	0.259	0.138	0.253	0.234	0.068	0.257	0.251	0.130	0.242	0.233	0.109	0.243	0.235	0.121	0.224	0.213	0.104	0.224	0.216	0.117
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
