	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance	attendance
																																				
agemay	0.00219**	0.00268**	0.00518**	0.00305**	0.00343**	0.00582**	0.00348**	0.00379**	0.00628**	0.00269**	0.00285**	0.00428**	0.00159**	0.00169**	0.00261**	0.00223**	0.00218**	0.00270**	0.00149*	0.00145*	0.00168*	0.00161**	0.00136**	0.00110*	0.00179*	0.00145	0.000971	0.00121**	0.000796	0.000138	0.000481	-4.83e-05	-0.00103	0.00119*	0.000688	-0.000252
	(0.000766)	(0.000767)	(0.00105)	(0.000610)	(0.000612)	(0.000623)	(0.000654)	(0.000659)	(0.000799)	(0.000465)	(0.000468)	(0.000477)	(0.000608)	(0.000609)	(0.000671)	(0.000427)	(0.000429)	(0.000438)	(0.000638)	(0.000641)	(0.000672)	(0.000429)	(0.000431)	(0.000440)	(0.000767)	(0.000774)	(0.000795)	(0.000464)	(0.000466)	(0.000476)	(0.000858)	(0.000870)	(0.000880)	(0.000530)	(0.000532)	(0.000542)
educf_11plus				0.0674**	0.102**					0.0894**	0.126**											0.0772**	0.114**					0.0870**	0.115**					0.102**	0.129**	
				(0.0115)	(0.0115)					(0.0102)	(0.0101)											(0.0130)	(0.0130)					(0.0158)	(0.0158)					(0.0208)	(0.0208)	
borddummy2							-0.0414*	-0.0444**	-0.0692**	-0.0143**	-0.0119**	-0.0138**	-0.00688	-0.00815	-0.0188	-0.0213**	-0.0193**	-0.0206**	0.00365	0.00202	-0.00640	0.00170	0.00352	0.00299	0.0126	0.0134	0.0118	0.0201**	0.0217**	0.0225**	0.0387**	0.0395**	0.0397**	0.0324**	0.0330**	0.0327**
							(0.0161)	(0.0162)	(0.0179)	(0.00350)	(0.00352)	(0.00363)	(0.0106)	(0.0106)	(0.0114)	(0.00390)	(0.00392)	(0.00404)	(0.00922)	(0.00925)	(0.00967)	(0.00489)	(0.00492)	(0.00505)	(0.0103)	(0.0104)	(0.0107)	(0.00668)	(0.00672)	(0.00687)	(0.0118)	(0.0119)	(0.0122)	(0.0102)	(0.0103)	(0.0105)
borddummy3													-0.00502	-0.00848	-0.0328	-0.0387**	-0.0346**	-0.0370**	-0.0211	-0.0254	-0.0435*	-0.0252**	-0.0222**	-0.0234**	-0.000899	-0.000391	-0.00408	0.0152*	0.0175**	0.0188**	0.0603**	0.0611**	0.0630**	0.0458**	0.0462**	0.0471**
													(0.0234)	(0.0235)	(0.0251)	(0.00456)	(0.00458)	(0.00471)	(0.0175)	(0.0175)	(0.0184)	(0.00522)	(0.00524)	(0.00538)	(0.0181)	(0.0182)	(0.0188)	(0.00673)	(0.00677)	(0.00692)	(0.0170)	(0.0171)	(0.0174)	(0.00988)	(0.00993)	(0.0101)
borddummy4																			-0.0397	-0.0465	-0.0752*	-0.0466**	-0.0412**	-0.0418**	-0.0444	-0.0433	-0.0497	-0.0196**	-0.0156*	-0.0144	0.0588*	0.0611**	0.0640**	0.0366**	0.0383**	0.0396**
																			(0.0285)	(0.0285)	(0.0300)	(0.00601)	(0.00604)	(0.00619)	(0.0270)	(0.0271)	(0.0280)	(0.00724)	(0.00727)	(0.00743)	(0.0235)	(0.0236)	(0.0241)	(0.0101)	(0.0102)	(0.0104)
borddummy5																									-0.0741	-0.0726		-0.0378**	-0.0323**		0.0333	0.0368		0.00261	0.00525	
																									(0.0388)	(0.0390)		(0.00812)	(0.00816)		(0.0312)	(0.0314)		(0.0107)	(0.0108)	
borddummy6																															0.0346	0.0394		-0.00775	-0.00404	
																															(0.0420)	(0.0423)		(0.0116)	(0.0117)	
Constant	-0.0522	0.682**	0.524**	-0.0661	0.619	0.507	-0.184*	0.511**	0.277**	0.355	1.001**	0.825**	0.0801	0.648**	0.317**	-0.329	0.349	0.193	0.00931	0.622**	0.432**	0.205	0.764**	0.558*	0.0167	0.576**	0.407**	0.205	0.741	0.583	0.356**	0.846**	0.804**	-0.269	0.193	0.864**
	(0.0847)	(0.0647)	(0.0859)	(6,863)	(6,900)	(7,172)	(0.0724)	(0.0617)	(0.0757)	(0.215)	(0.212)	(0.219)	(0.0734)	(0.0728)	(0.0866)	(7,736)	(7,768)	(8,001)	(0.0821)	(0.0784)	(0.0851)	(0.219)	(0.217)	(0.223)	(0.112)	(0.110)	(0.117)	(3,188)	(3,204)	(3,279)	(0.133)	(0.142)	(0.137)	(0.314)	(0.312)	(0.318)
																																				
Observations	41,357	41,357	41,357	41,357	41,357	41,357	71,705	71,705	71,705	71,705	71,705	71,705	84,805	84,805	84,805	84,805	84,805	84,805	83,244	83,244	83,244	83,244	83,244	83,244	73,038	73,038	73,038	73,038	73,038	73,038	57,784	57,784	57,784	57,784	57,784	57,784
R-squared	0.239	0.237	0.191	0.263	0.255	0.195	0.237	0.224	0.148	0.246	0.237	0.184	0.233	0.226	0.182	0.237	0.228	0.182	0.237	0.228	0.185	0.237	0.228	0.187	0.233	0.225	0.187	0.235	0.227	0.191	0.227	0.219	0.186	0.229	0.221	0.188
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
