	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
poor1	-0.367**	-0.390**		-0.365**	-0.383**		-0.412**	-0.439**		-0.384**	-0.403**		-0.409**	-0.433**		-0.386**	-0.406**		-0.401**	-0.432**		-0.381**	-0.402**		-0.413**	-0.437**		-0.375**	-0.394**		-0.350**	-0.373**		-0.352**	-0.371**	
	(0.0252)	(0.0270)		(0.00976)	(0.00975)		(0.0202)	(0.0216)		(0.00780)	(0.00779)		(0.0166)	(0.0177)		(0.00755)	(0.00755)		(0.0181)	(0.0194)		(0.00799)	(0.00799)		(0.0150)	(0.0156)		(0.00873)	(0.00873)		(0.0143)	(0.0145)		(0.0100)	(0.0100)	
height	0.00515**			0.00511**			0.00556**			0.00506**			0.00514**			0.00474**			0.00469**			0.00431**			0.00426**			0.00365**			0.00343**			0.00346**		
	(0.000629)			(0.000494)			(0.000527)			(0.000408)			(0.000493)			(0.000413)			(0.000541)			(0.000447)			(0.000544)			(0.000499)			(0.000591)			(0.000577)		
bmi	0.0124**			0.0123**			0.0146**			0.0135**			0.0153**			0.0143**			0.0170**			0.0162**			0.0176**			0.0165**			0.0160**			0.0160**		
	(0.00119)			(0.000647)			(0.000913)			(0.000530)			(0.000827)			(0.000534)			(0.000852)			(0.000573)			(0.000739)			(0.000634)			(0.000736)			(0.000722)		
malec	0.0362**	0.0356**	0.0277**	0.0354**	0.0333**	0.0137*	0.0508**	0.0498**	0.0347**	0.0433**	0.0411**	0.0161**	0.0821**	0.0797**	0.0529**	0.0780**	0.0750**	0.0456**	0.105**	0.102**	0.0722**	0.103**	0.0986**	0.0701**	0.128**	0.124**	0.0993**	0.126**	0.122**	0.0991**	0.142**	0.138**	0.120**	0.142**	0.138**	0.120**
	(0.0103)	(0.0103)	(0.0106)	(0.00595)	(0.00596)	(0.00633)	(0.00701)	(0.00701)	(0.00723)	(0.00491)	(0.00492)	(0.00522)	(0.00571)	(0.00569)	(0.00579)	(0.00498)	(0.00500)	(0.00530)	(0.00570)	(0.00571)	(0.00591)	(0.00540)	(0.00542)	(0.00573)	(0.00615)	(0.00617)	(0.00662)	(0.00600)	(0.00602)	(0.00634)	(0.00695)	(0.00697)	(0.00732)	(0.00694)	(0.00696)	(0.00730)
agemay	0.00988**	0.0115**	0.0366**	0.00962**	0.0107**	0.0274**	0.0118**	0.0133**	0.0384**	0.00898**	0.00981**	0.0236**	0.0108**	0.0118**	0.0284**	0.00819**	0.00862**	0.0177**	0.00998**	0.0111**	0.0196**	0.00742**	0.00740**	0.0117**	0.0127**	0.0128**	0.0174**	0.00682**	0.00643**	0.00712**	0.00652**	0.00668**	0.00769**	0.00699**	0.00632**	0.00480**
	(0.00283)	(0.00296)	(0.00564)	(0.000882)	(0.000883)	(0.000898)	(0.00203)	(0.00212)	(0.00383)	(0.000736)	(0.000738)	(0.000760)	(0.00191)	(0.00196)	(0.00283)	(0.000747)	(0.000749)	(0.000782)	(0.00222)	(0.00228)	(0.00278)	(0.000815)	(0.000818)	(0.000860)	(0.00210)	(0.00212)	(0.00240)	(0.000912)	(0.000916)	(0.000962)	(0.00234)	(0.00235)	(0.00249)	(0.00108)	(0.00108)	(0.00113)
educf_11plus				0.361**	0.392**					0.360**	0.391**					-0.0285*	-0.0177					0.0321*	0.0439**					0.103**	0.122**							
				(0.0119)	(0.0119)					(0.0104)	(0.0103)					(0.0121)	(0.0122)					(0.0162)	(0.0162)					(0.0223)	(0.0224)							
borddummy2							-0.0286	-0.0308	-0.130**	0.00358	0.00731	-0.0119*	-0.0217	-0.0223	-0.0825**	0.00258	0.00618	-0.00230	-0.0200	-0.0254	-0.0565*	0.00215	0.00619	0.00599	-0.0395*	-0.0380*	-0.0614**	0.00626	0.0112	0.0166	0.0115	0.0118	0.00398	0.00830	0.0142	0.0235
							(0.0221)	(0.0223)	(0.0305)	(0.00523)	(0.00525)	(0.00555)	(0.0174)	(0.0175)	(0.0217)	(0.00635)	(0.00637)	(0.00676)	(0.0195)	(0.0200)	(0.0226)	(0.00813)	(0.00816)	(0.00863)	(0.0181)	(0.0183)	(0.0202)	(0.0105)	(0.0106)	(0.0111)	(0.0199)	(0.0200)	(0.0211)	(0.0141)	(0.0142)	(0.0148)
borddummy3													-0.0387	-0.0387	-0.166**	0.0153*	0.0245**	0.0107	-0.0265	-0.0369	-0.0970*	0.0194*	0.0286**	0.0320**	-0.0635*	-0.0602	-0.106**	0.0313**	0.0417**	0.0555**	0.0336	0.0329	0.0161	0.0269	0.0379**	0.0567**
													(0.0367)	(0.0369)	(0.0458)	(0.00726)	(0.00727)	(0.00769)	(0.0379)	(0.0388)	(0.0441)	(0.00874)	(0.00877)	(0.00927)	(0.0323)	(0.0326)	(0.0362)	(0.0110)	(0.0110)	(0.0116)	(0.0325)	(0.0326)	(0.0346)	(0.0144)	(0.0144)	(0.0151)
