1,4,-0.191,0.00444,0.0087024
1,3,-0.157,0.00216,0.0042336
1,2,-0.106,0.00299,0.0058604
2,4,-0.202,0.00395,0.007742
2,3,-0.159,0.00181,0.0035476
2,2,-0.099,0.00236,0.0046256
3,4,-0.19,0.00435,0.008526
3,3,-0.15,0.00188,0.0036848
3,2,-0.0857,0.00219,0.0042924
4,4,-0.166,0.00502,0.0098392
4,3,-0.138,0.00213,0.0041748
4,2,-0.068,0.00227,0.0044492
5,4,-0.152,0.006,0.01176
5,3,-0.124,0.00253,0.0049588
5,2,-0.0579,0.00251,0.0049196
6,4,-0.135,0.0075,0.0147
6,3,-0.112,0.0031,0.006076
6,2,-0.0522,0.00295,0.005782
11,3,-0.094,0.00212,0.0041552
11,4,-0.0927,0.00446,0.0087416
11,2,-0.0552,0.00283,0.0055468
12,4,-0.103,0.00392,0.0076832
12,3,-0.097,0.00176,0.0034496
12,2,-0.0558,0.00222,0.0043512
13,4,-0.103,0.00424,0.0083104
13,3,-0.0949,0.00181,0.0035476
13,2,-0.0507,0.00208,0.0040768
14,4,-0.0942,0.00483,0.0094668
14,3,-0.0914,0.00203,0.0039788
14,2,-0.0434,0.00216,0.0042336
15,4,-0.0945,0.00574,0.0112504
15,3,-0.0862,0.00242,0.0047432
15,2,-0.038,0.0024,0.004704
16,4,-0.093,0.00718,0.0140728
16,3,-0.0803,0.00297,0.0058212
16,2,-0.0362,0.00283,0.0055468
21,3,-0.0915,0.00211,0.0041356
21,4,-0.0912,0.00446,0.0087416
21,2,-0.053,0.00279,0.0054684
22,4,-0.101,0.00392,0.0076832
22,3,-0.094,0.00176,0.0034496
22,2,-0.0536,0.0022,0.004312
23,4,-0.101,0.00424,0.0083104
23,3,-0.0917,0.00181,0.0035476
23,2,-0.0497,0.00205,0.004018
24,4,-0.0918,0.00481,0.0094276
24,3,-0.0882,0.00203,0.0039788
24,2,-0.0439,0.00213,0.0041748
25,4,-0.0929,0.00571,0.0111916
25,3,-0.0838,0.00242,0.0047432
25,2,-0.0399,0.00237,0.0046452
26,4,-0.0921,0.00715,0.014014
26,3,-0.0792,0.00296,0.0058016
26,2,-0.0402,0.0028,0.005488
31,2,0.114,0.0742,0.145432
31,3,-0.0344,0.0688,0.134848
31,4,0.249,0.165,0.3234
32,2,0.092,0.0533,0.104468
32,3,0.0725,0.0539,0.105644
32,4,0.18,0.146,0.28616
33,2,0.019,0.0416,0.081536
33,3,0.0373,0.0455,0.08918
33,4,0.105,0.11,0.2156
34,2,0.0308,0.0348,0.068208
34,3,0.0267,0.0529,0.103684
34,4,0.0537,0.175,0.343
35,2,0.0716,0.0413,0.080948
35,3,0.105,0.0488,0.095648
35,4,-0.0342,0.0867,0.169932
36,2,-0.00951,0.0355,0.06958
36,3,-0.0428,0.0487,0.095452
41,2,0.0763,0.0652,0.127792
41,3,-0.071,0.0609,0.119364
41,4,0.11,0.117,0.22932
42,2,0.0459,0.0472,0.092512
42,3,-0.00543,0.0444,0.087024
42,4,-0.00994,0.0976,0.191296
43,2,-0.0135,0.0378,0.074088
43,3,-0.023,0.0391,0.076636
43,4,0.141,0.104,0.20384
44,2,0.000741,0.0322,0.063112
44,3,-0.00707,0.0477,0.093492
44,4,0.0357,0.156,0.30576
45,2,0.0634,0.039,0.07644
45,4,-0.0337,0.0803,0.157388
45,3,0.0578,0.0439,0.086044
46,2,0.00464,0.0341,0.066836
46,4,-0.00785,0.243,0.47628
51,2,0.0515,0.0638,0.125048
51,3,-0.0794,0.06,0.1176
51,4,0.104,0.115,0.2254
52,2,0.0157,0.0461,0.090356
52,4,-0.00914,0.0975,0.1911
52,3,-0.0149,0.0437,0.085652
53,2,-0.0251,0.0374,0.073304
53,3,-0.0304,0.0386,0.075656
53,4,0.134,0.102,0.19992
54,2,-0.0268,0.0318,0.062328
54,3,-0.0291,0.0463,0.090748
54,4,-0.0162,0.148,0.29008
55,2,0.0534,0.0386,0.075656
55,3,0.049,0.0433,0.084868
55,4,-0.0468,0.0796,0.156016
56,2,-0.00128,0.0338,0.066248
56,3,-0.0874,0.0452,0.088592
